,AP.27JZ,AP.2XNK,AP.3336,AP.352Q,AP.3FY5,AP.4HAU,AP.4M7L,AP.52RG,AP.5JDU,AP.5L2V,AP.5MX6,AP.62LT,AP.67ZV,AP.7GDN,AP.8MWD,AP.9D3B,AP.9LNA,AP.9PXS,AP.A5NG,AP.AAFC,AP.AGZG,AP.B2SL,AP.B9CH,AP.CT3G,AP.D35H,AP.D9X4,AP.DM87,AP.DMUM,AP.DT88,AP.E7CU,AP.E98M,AP.EPNF,AP.EZEX,AP.FX68,AP.HKYN,AP.HMFR,AP.HML4,AP.JBET,AP.JK59,AP.KX5B,AP.KXUT,AP.LWHD,AP.MAZ4,AP.N8FG,AP.NMZS,AP.QAHT,AP.QUHC,AP.RA2G,AP.RBLG,AP.SJVE,AP.SS2L,AP.U8MP,AP.W455,AP.WDKZ,AP.WPAM,AP.WTXJ,AP.XCJX,AP.XSR5,AP.XVLY,AP.YTZ8
AGR2,-0.620037194,1.844881061,-1.46871619,-0.168848972,2.321141772,2.046209718,0.644655289,-0.105464101,0.092294944,0.242016172,-0.42292298,-1.91922299,-1.602985949,0.020869287,-1.039855169,-1.642131568,-0.530407415,-1.991285447,-0.265091495,-0.842855111,0.35736517,-0.705415698,0.745752023,-1.345800747,-0.088730861,-1.008986671,0.916964039,0.157597109,0.047637199,-0.947813171,-1.420945371,-1.798415956,3.434905281,3.311276351,-0.168578387,-0.907221443,-0.862760206,-2.160688591,1.760207339,-0.873539363,-0.694976123,-1.948438226,1.067179626,-0.321721396,-0.678833623,0.563700816,2.649717205,-0.526423434,0.916237515,-1.014294613,-0.074066188,-0.002344158,-2.131179341,-0.071474544,-1.915974056,0.373948647,-1.767020824,3.692615216,-1.555270475,-0.045532904
BCL10,0.084429967,-0.284108357,-0.362741364,0.64650708,0.186034039,0.667892837,-0.85135812,-0.478144987,0.35792896,-0.24613172,0.59982975,0.039634955,0.092108482,-0.591998147,-0.282378362,-0.311672996,-0.543653381,-0.750392907,1.041443392,0.125323555,-0.037720048,-0.37073816,-0.32227671,1.304956238,-0.968768655,-0.26111346,0.170372115,0.555502498,0.643101851,-0.477419574,-0.873627815,-1.072069847,-0.245203932,-0.728288297,-0.522349787,-0.651632779,-0.818632386,-0.318178961,0.184488393,-0.550910232,0.170060854,-1.012774083,0.290462286,-0.473110264,0.170442416,0.209538087,1.001025716,-0.224207285,-0.04638759,-0.402277564,-0.389717628,0.315042457,0.022099821,-0.470651998,-0.471762569,0.310734851,-0.844421757,-0.989595335,-0.296435856,-0.474594398
NDUFB10,0.388286059,0.013935476,-0.166907253,-0.219290697,-0.130030364,0.544577084,-0.107294557,1.089889742,-0.290447909,0.183295829,-0.29401711,0.355528805,-0.061732338,-0.02881443,0.257746329,0.599529809,0.1029428,-0.015158411,0.017284735,0.377909554,0.544973413,-0.395107202,0.899933262,-0.200826455,0.238015131,-0.088978533,0.556536389,0.839195147,0.289992294,0.724988901,0.904705221,0.13817846,0.322075294,0.539419717,-0.148614768,0.070536906,0.249164313,-0.043911656,0.21011274,0.185181089,0.040310598,0.363957109,-0.091659592,0.430941786,0.442701035,-0.186256824,0.349006755,-0.277805011,0.072556333,0.37001758,0.587098684,0.065782468,0.377729612,-0.612637162,0.123803406,0.302522737,0.155078565,-0.301757609,0.304896858,0.259552117
CLPTM1,0.206922968,0.51993883,0.248499147,-0.063806329,0.154784826,0.118611705,0.145110844,-0.110183911,-0.096848003,0.131374361,-0.01645177,0.57306142,0.366411485,0.336597862,0.007026687,-0.094444065,0.210764909,0.082802172,0.080925747,-0.048760409,0.551942235,-0.158973119,-0.101375899,-0.246155107,-0.011828945,-0.227278385,-0.116287794,-0.1347621,0.173286833,-0.062883903,0.171215045,0.074672056,0.485812855,0.088079423,0.513501482,0.694517307,-0.240852139,-0.108157938,0.398179662,0.855403455,-0.053171012,0.252958644,0.055058691,0.291624924,-0.084448126,0.196566202,-0.086527396,-0.175876231,0.251758154,0.184559237,0.192804168,-0.372951524,-0.244635594,0.045536013,0.008644033,-0.277339846,0.334150313,0.483609572,0.558766327,0.029639897
ZBED1,-0.190402916,-0.124462003,-0.039468358,0.04016338,-0.057423475,-0.097967891,0.247829581,-0.152880987,-0.010009066,0.638829855,0.52597339,0.427011529,0.196804806,0.703435776,0.283446651,0.947358853,0.113286545,0.292412041,-0.019459413,0.254326402,0.341981683,-0.15541001,-0.025552518,0.202333074,0.504521482,0.293039031,-0.47208294,0.415772543,-0.219688774,0.452102945,0.453541984,-0.111444046,0.097081272,-0.098063067,0.031986137,0.582006452,-0.236275663,0.336469929,-0.605880731,0.0776271,-0.305513476,-0.247430263,-1.028174905,-0.410691435,-0.447674392,0.077311482,-0.452968198,-0.340283216,0.126038019,-0.025882547,-0.133532394,-0.296491268,1.053069004,-0.146499257,-0.714046115,0.238104731,0.354552234,-0.326513815,0.609210337,-0.818697775
MOCS2,0.64310142,0.73483324,0.19346025,-0.638059474,0.459121694,-0.544982696,0.203696834,0.294642911,0.153782893,-0.011830402,0.777330715,-0.258729778,-0.099865567,0.041171876,-0.545343155,-0.243912093,0.15717042,0.455253652,-0.352398462,-0.216530199,-0.092338761,0.158199164,-0.009516612,0.505810813,-0.244964648,0.275876514,0.179362395,-0.945403824,-0.249125834,0.147258245,1.237121908,0.741406408,-1.001748019,-0.316267259,0.64506652,0.195764868,0.718745251,1.854269031,0.147999581,-0.051278006,0.964803397,0.017292696,0.661906573,-0.027947963,0.723545103,-0.169233346,0.309941102,0.583190653,-0.824353814,0.294628056,-0.295139489,0.520937829,-0.630669423,0.968122044,0.729698028,0.60848522,0.100523755,0.081621074,0.107776169,0.567946301
TOMM40,-0.041685969,-0.109711632,-0.090604153,0.505561776,-0.359203463,-0.050846272,-0.298171436,0.002482879,-0.214897453,0.407362854,0.191550044,-0.396158396,0.445200523,0.152677524,-0.492039167,-0.22517431,-0.294305551,-0.041250049,0.486560234,-0.48803127,-0.316605229,0.100818374,0.07404504,-0.236918438,-0.41150359,-0.196808526,-0.41341987,0.928024071,-0.126594389,-0.103441091,-0.059340231,0.01698066,0.242122657,0.270864516,0.882720351,0.122234226,-0.29319092,0.186463625,-0.385969639,-0.124140646,-0.46797057,-0.504501455,-0.320478951,-0.24860953,-0.870320997,-0.442277952,-0.177478082,0.162310042,-0.08807794,-0.310803839,0.337280499,-0.153305978,-0.28101138,-0.394433938,0.045123187,-0.362720212,0.175916765,-0.032799663,0.143823713,-0.436695311
NAPSA,-1.112477079,0.781247452,2.186163931,-3.985425197,-2.241940746,-2.797038658,0.657461003,0.002132701,-2.219913076,-2.736745152,-3.485245544,-0.400571914,0.470553912,1.102877712,-2.496110285,1.286823529,-1.798830139,-3.011625431,-2.343818787,-0.858398191,-2.891743614,-0.378391209,1.953378532,4.658818491,-2.177154037,-0.629966104,-3.112522061,-3.171996266,-2.974063566,-0.70876979,0.607090506,1.995693785,2.393201996,-0.950713674,0.510094723,-0.882347336,3.264532064,1.467265253,0.014849729,6.204725904,-0.396714104,-0.387667892,-2.748630222,3.240295187,-0.49576534,-1.299135418,-2.893152178,1.891713544,-3.471316968,-0.445807739,-0.586854128,-0.35961525,-0.419694582,3.201064276,-1.119134883,-2.52581055,-0.07833659,1.999783498,-2.420395553,0.478619961
PEX11B,0.642607414,-0.049556172,0.439186377,-0.61484163,-0.248959992,-0.039926856,-0.760973818,-0.964890605,0.026544149,-0.63039617,-0.47890382,0.293782639,0.15978717,0.478248275,0.174025476,0.446079517,-0.583359734,0.068665221,-0.878518529,-0.535594751,0.227757999,0.66756283,0.067351588,1.210371509,-0.753413252,-0.655326218,-0.198370971,0.349107414,0.652801318,0.246890532,1.62584761,-0.178416998,-0.252251886,0.294699876,-0.063222537,-0.091409963,0.445307219,1.964222033,0.000600371,-0.602099726,0.837139865,-0.119406411,-0.447852565,-0.214148614,-0.002242507,-0.283053668,0.545266592,0.110353891,-0.696486918,-0.048995704,-0.008272372,-0.048332649,0.1822867,0.109469942,0.930810417,-0.04752747,0.978702763,-1.18959377,-0.061003669,0.138542075
PAK4,0.084586781,0.0046255,0.002222372,0.99789847,0.598546474,0.501121841,0.288466783,-0.060833471,0.621189495,0.331517083,0.593306125,-0.615299736,-0.059817208,0.356283898,-0.140685656,0.399124625,0.622617791,0.399325272,-0.082188954,-0.140645057,-0.307002041,-0.308093439,0.694192915,0.300878928,0.385872823,-0.251591835,-0.160983063,0.195564283,0.554364871,0.002638281,0.048504529,0.165076433,0.889844294,-0.221814367,0.252795756,0.167825498,0.295799459,0.047398159,-0.031091798,0.167430886,0.342652075,0.154705055,-0.528471759,-0.190521083,-0.016176731,-0.169169146,0.370982839,-0.158279792,0.679608429,0.082203621,-0.029728437,-0.388084715,-0.059952074,-0.121471838,0.26558011,0.122893545,-0.220907816,0.37123762,-0.413055338,0.031767478
WNT11,-0.448784725,-1.350264057,2.88149783,-1.603203787,-0.365796843,-0.080808301,1.24135356,1.557464112,-1.177724811,-1.284096134,-0.892728853,0.205977071,2.442283852,-0.858031228,0.687447268,0.266859796,2.411868547,-0.051703847,-0.178029338,2.007009561,-0.132365494,-0.988932261,-0.430542988,-0.020005874,0.302079497,2.693770705,0.009940118,-1.175274176,-0.091166232,-1.120898482,1.434194921,2.430035499,-0.909862883,-0.854744626,-0.899876655,-1.470469162,2.342683354,0.406409415,-1.912943858,1.138680675,-0.534131478,-0.228425133,-2.234635442,1.169710511,-0.199618355,-1.445104381,-0.690855328,-0.511697492,-1.148434245,0.911061918,-0.046467324,0.082257574,0.504065965,2.597132256,-1.863339504,0.403585208,0.374677606,-1.725182649,0.555678197,1.170452707
CHEK2,0.131477228,-1.457082898,0.075495286,1.23424636,0.523427519,1.379963959,-0.695004671,-0.627230152,0.413711231,0.742749459,0.603387761,-0.496731784,-0.442749427,-0.852783989,-0.102306715,-0.667712125,0.508017999,-0.258280375,-0.153412785,-1.536176371,-0.169480952,-0.037866454,-0.502810223,-0.065226195,-0.295953521,-0.56033436,0.351351527,0.565764271,-0.235245907,0.240290303,-0.421835879,-0.355835598,-0.121980796,-0.469096308,-0.441872604,3.405011232,-0.404334358,-0.189020384,-0.136821997,-0.580198595,-0.302940316,-0.317863839,-0.028912341,-0.457202878,0.000334406,-0.383240634,-0.091635471,0.23441458,0.819081892,-0.055380786,-0.085915874,0.064391886,-0.665693754,0.129776403,0.447743582,-0.295196976,0.004035931,-0.384609119,-0.369867757,-0.38754506
APBA3,0.67039113,-0.532779635,-0.711300864,-0.099990689,0.538293097,0.337346805,0.030567695,0.015734262,0.068281036,0.58148841,0.247409709,0.214829502,-0.233066716,-0.420766155,-0.149261064,-0.038805174,-0.079657721,-0.337111591,-0.06335375,0.067105677,0.572755532,0.054300244,0.034373114,0.034679837,0.169259978,-0.038630629,0.510351881,-0.159727568,-0.474654164,0.22988218,0.098003119,-0.196077466,-0.34547156,-0.153177633,0.099726988,0.138651817,0.584999645,0.09649279,0.006217746,0.709437257,-0.028753219,-0.038662533,-0.190782157,0.559131612,-0.130488946,-0.168404183,0.092892109,-0.036800535,0.456914232,0.001894739,0.859658732,-0.072572652,-0.273006094,-0.035366248,-0.13978602,-0.002563684,0.198480906,-0.6243578,-0.08520986,0.125006463
ACTL6A,-0.093676347,-0.152509356,0.133628681,0.322617125,-0.281888889,0.647407807,0.157709683,-0.077139662,-0.464401705,0.500812769,1.034570046,-0.453963727,-0.388759838,0.031966717,0.074691394,-0.092895296,-0.393855173,-0.16729009,-0.458698621,0.269105629,0.366408521,0.095813736,0.329599923,-0.222428555,-0.370039795,0.200060446,0.060976138,0.37430694,-0.083990682,-0.171770977,-0.371495563,-0.284368993,0.048182921,-0.258834428,0.127396386,-0.028202207,0.074394408,-0.307267337,0.042500688,-0.07087815,0.11071989,-0.080758226,-0.095481933,-0.072606293,0.14129382,-0.142956623,-0.065586747,0.303013853,0.052171795,-0.158700269,0.099349281,0.01139748,-0.101231008,-0.242804875,0.603558524,0.588398893,0.094058572,0.056893445,-0.243007326,-0.155619309
MT-CYB,0.880816193,-0.488479681,0.213327394,-0.212196301,0.06511177,-0.295490366,0.381898432,-2.796712313,-1.162925487,0.56716968,-1.009552928,-0.057355381,0.357086542,0.510448374,0.075112519,0.5409903,0.668178562,0.876645079,-1.488296002,0.578753319,0.460571017,0.10544328,0.475449353,-0.066489411,1.160268359,-0.073980634,0.902323579,0.511846207,0.221442947,0.223449799,0.327685667,0.47550069,0.387973738,-0.069247628,0.321446622,-2.635890414,-0.051677188,0.650194668,0.12383245,-2.367297842,0.212652043,0.515837929,-0.502588273,-0.400286307,0.124334511,-0.086266233,0.678898121,0.076032779,-0.248763081,0.247006223,1.389184962,0.221742045,0.168701565,0.109349493,0.56113409,0.343631526,0.030335188,-0.204005287,-0.465121897,0.869021076
CYB5A,2.464067365,2.029494246,0.977852975,-1.456096144,-0.354875085,0.279475096,-0.459466968,1.09697007,-1.87573316,-0.687542434,-0.265182373,0.154000937,-1.901712227,1.917072316,-0.75665543,-0.164911542,-0.26365948,-0.134238822,-0.669688417,-0.440080999,-0.40270035,-0.189588632,0.77976175,0.473595007,-0.054700903,0.123503841,1.270968978,-0.700012022,0.75458193,-0.615370723,-0.154794041,1.741178308,-0.811639111,0.989694124,1.397798586,-0.878214864,-0.134060438,0.091823143,-0.247136313,-0.005007249,1.487769328,2.586157336,-1.326406873,0.081166017,0.081259475,-1.041563568,-0.297001023,-1.108493159,-0.582115877,0.568720594,-1.302831947,0.376534052,0.320351596,-0.614394369,0.333114405,-1.256058226,-0.566201469,-0.047102,-1.414332558,1.038143096
ADH1B,-0.071364429,0.899863672,2.944244892,-0.731873869,-0.649087141,0.102004768,1.81581815,0.314598153,-1.166012891,-0.824080916,-0.648677927,3.248284057,-0.831600371,1.039452025,-0.968033681,1.013161483,-0.023934658,0.284347346,-1.740775756,1.51345757,1.544203752,-1.185818441,0.127127775,-0.434613156,1.870257262,0.223580704,1.381666892,-1.127539256,-0.62596571,1.408749904,0.125168857,1.937622324,0.238519309,0.799297072,0.219170326,-0.363961847,2.721711086,0.5347276,-0.959096713,0.967253499,1.172428976,1.704975512,-2.081831675,0.453140061,2.073473009,-0.887484129,-0.428291645,-1.246641089,-1.565382724,1.828708199,-1.059671028,0.32497423,1.626948653,-0.093674477,-1.989392312,0.073910114,0.986347437,-1.115642658,-1.880253681,1.994320386
ADH1C,-0.352032146,2.31494907,-0.178320696,-1.276506027,-1.826779507,-0.662932254,3.729226812,-2.741233281,-0.237042039,-0.459517625,-2.119609059,-0.649168639,-1.864654219,1.289504427,-0.510300262,-1.387234147,-3.311212157,0.641421802,-2.913189022,-0.293006811,-2.650173546,0.750732723,1.518198688,-0.436732785,-0.852298696,1.680637828,-0.518686566,-1.076556733,-1.704729522,6.02220613,-3.227170313,0.262469541,-0.922170412,5.760732744,-1.141409165,-1.900712308,-0.411323791,-1.658236112,-1.542399309,4.139939198,-2.37585646,-0.436998491,-1.140502048,-0.165528325,-0.660789582,3.238437028,0.885657504,-1.257037439,-1.599284842,-0.264216076,-0.49212878,4.86574731,-1.041521919,0.881198335,-2.366906976,-0.772283434,-0.937507854,2.18428248,-0.916316192,3.706907096
LDHA,-0.208139638,-0.459984787,-0.485888377,0.347415868,1.040109463,-0.266567372,-0.512616131,0.049935617,1.794658133,0.017586027,0.093399159,-1.081671834,-0.429440339,-1.188721366,-0.114842842,-0.433099541,-0.400170481,0.727822498,0.564512238,-0.056061617,-1.052944309,0.162312838,0.812073399,-0.066151157,-0.562239307,0.297666323,0.718221811,-0.204356088,0.24427481,-1.22178787,-0.525544697,-1.262427793,-0.216271844,-0.811336627,0.511308902,0.910006612,-0.207334618,-0.794498189,-1.301943154,0.127932182,-0.656784661,-0.907656735,-0.216394809,-0.631823528,-1.163481988,-0.07290787,-0.468938082,-0.580263575,0.358071571,-0.979918679,0.172587748,0.096411567,-0.674009072,-0.045595405,0.74263178,0.272791568,-0.04241529,0.944342367,0.459908387,-0.851354315
ALDH1A1,-0.446776167,0.062576256,-0.474230123,3.624952271,-1.555578272,-1.009439807,-0.761478365,-2.005142843,-1.031648814,-1.289332195,2.777194525,0.333442244,0.036486059,-1.583466479,-0.557943457,-1.083102758,-0.887112488,2.235356519,-1.777426215,0.068864929,-0.240387925,-0.291449702,-1.134314066,-1.747289637,-0.057911931,0.152413234,-0.646064264,-0.66916998,-0.18264818,-0.031962566,-1.41016538,1.151582296,-0.524005492,-1.063952043,-1.37123728,-0.877276251,-0.189593714,-0.986231924,0.887440425,-0.765410661,0.679950285,-0.654471961,-1.882852067,-0.723631719,0.225040043,0.982065887,-0.360101786,0.216681902,-0.538253928,1.66148244,-1.31184132,0.152469613,-0.817343893,0.487700883,-0.285487728,0.241841074,-1.424994984,-1.702017052,-1.85057048,3.345155536
GLUD1,0.122507671,0.893841583,-0.327930408,-0.187230022,-0.605899265,-0.016087406,-0.050361382,-0.141817423,0.589559756,-0.376994165,-0.213578944,-0.413481358,0.276934101,-0.551931653,-0.020816883,0.055415152,-0.017151543,-0.306997361,-0.255389553,-0.055130038,-0.525160439,0.795616724,-0.049207689,-0.677338136,0.487108869,-0.263308122,0.264143466,-0.499779885,1.000961086,0.201029138,-0.428787095,0.545096327,-0.148136658,-0.168334214,0.890284663,-0.425159436,-0.487461983,0.295262937,-0.152086309,-0.688175538,0.106155554,-0.079699875,-0.506438009,-0.175106461,0.284793182,0.29894546,1.051856772,-0.431058362,-0.032924305,-0.113651366,-0.480289236,-0.370396058,0.613496771,-0.09604951,-0.623595135,0.093279876,-0.133444737,-0.093577318,0.023948864,0.48323425
DHFR,-0.068926027,-0.388124853,-1.19024515,0.303200311,-0.576188551,0.707373259,-2.130363029,-1.0713708,1.100478837,-0.362662757,1.087601147,-1.455602689,-0.659214906,-1.675234278,-0.787292346,-0.955113407,0.350833293,0.211341835,-0.003310417,-0.465855269,0.70922523,0.230587933,-1.006823028,-0.470398284,1.210633674,2.866267163,0.889583182,0.658148128,-0.790849432,-0.47358675,-1.681910205,-0.884082335,-0.991268503,-0.378038043,1.473742216,0.383526991,-0.38586541,-1.501225286,-0.217597412,-1.168698453,-0.616882963,-1.3166441,0.502306059,-0.573722303,-0.550395097,-1.100328368,0.041806841,0.193747003,0.605240576,-0.919606022,0.541134088,0.388376898,-1.417121269,-0.430836944,1.396644863,0.995936291,-0.215052719,0.44760479,-0.72136151,-0.140466687
CYB5R3,-0.13584763,0.647912017,0.881563835,-0.049473772,0.158258712,0.189745001,0.370226688,0.66357488,-0.178080851,-0.437669067,-0.381739025,0.5555309,0.32523095,0.155460063,-0.11570783,0.003294754,0.004842387,-0.089856171,-0.535191516,0.299145706,-0.046310364,-0.118756577,0.096981898,0.011317083,0.341632354,0.29059609,0.150964436,-0.105495134,0.638516606,0.074921036,-0.069261799,0.460151254,0.59963948,0.105979258,0.064161052,0.023437175,0.753875966,0.002656498,-0.055607997,0.161486856,-0.136633557,0.171678337,-1.096225939,-0.023270712,0.45570552,0.119217185,0.211465239,-0.606647786,-0.22443733,0.130792571,-0.065373687,-0.374921805,0.403460545,0.217341361,-0.162416026,-0.175079628,0.049514944,0.295148345,0.216149608,0.07680764
GSR,-0.355519914,2.397287197,-0.693241595,-0.762674468,-0.670852328,0.415148435,-0.382845531,-0.296629583,0.786642461,0.050642425,0.395008779,-0.718944038,0.109108537,-0.039624283,0.342685887,-1.10226396,-1.357655788,1.482909208,1.229842104,-0.562565899,-1.522413597,1.020004403,-0.399220178,-1.160904055,-0.213882484,-0.506800817,0.185860642,-0.66188907,-0.458291831,0.016768062,-0.228556185,0.093657771,0.093880087,0.770805912,-0.967591992,-1.103264459,-0.89803923,-0.428310099,-0.124383421,-1.003278842,-0.040541387,-0.532438603,0.127927221,-0.195117471,0.689180512,0.848854981,0.326510419,-0.944046972,-0.6275021,-0.229152143,-1.751183521,2.572523959,-0.857006721,0.884112627,-0.403204385,-0.079539445,-0.520417499,3.016461276,-1.101424978,1.826216412
MT-CO2,0.342303479,-0.332161221,0.20388348,-0.203827085,-0.072417438,0.287171443,-0.414227096,0.115193456,-0.595550822,0.242123606,-0.040937379,0.372442218,-0.991097079,0.222563882,-0.222688092,0.355010528,-0.142470762,0.431378077,-0.341212983,0.191413068,0.313131373,-0.693511086,0.672220194,0.478923518,0.558892646,-0.261643996,-0.334428758,0.469221029,0.384872565,0.778200653,0.580328381,-0.111348215,1.107767832,0.445231358,1.59870236,0.50771776,-0.154753093,1.154770719,0.86138014,-0.195844094,-0.37771607,0.140327165,-0.285134722,-0.223877442,-0.051131808,-0.341503258,0.204384062,0.335411634,-0.104079008,0.287069599,0.578043084,0.180696867,0.702103722,-0.607151809,0.056543586,-0.067378524,-0.133452972,-0.897326711,0.500717499,0.243466328
SOD1,-0.56298408,1.139067755,-1.170273734,0.25721959,-1.943308437,-0.505066856,-1.366335813,-0.969377129,-0.09139625,-0.526480377,3.336209308,-1.236567157,-0.147487649,-0.344473427,-0.129363517,-1.313899385,-0.687107533,-0.619923045,0.349344703,-0.989904997,-0.993210005,-0.63570419,-0.172466689,-1.072580585,-1.061287629,0.128239521,0.181672474,-0.823406411,-0.89225375,-1.67297678,-0.651652252,-0.653617328,-0.284112894,-0.699594774,-0.733215918,-0.919553744,-1.332408945,-0.740531544,-0.968490462,-1.277312329,0.665392351,-1.353591493,0.019006672,-1.134928115,-1.263960933,-0.330405735,0.113198124,-0.448248144,-1.210968053,0.051670888,-1.01651827,4.163693192,-1.221123484,0.060412666,-0.12127495,2.797926846,-0.161573899,-0.209938872,-1.001093979,-0.274242619
CP,-0.748083701,0.168157912,-1.032341046,-0.56767121,1.274551044,-0.055378878,-0.861873079,-0.724408461,-0.085529889,-0.321619144,2.411088056,-1.219816785,-0.390248406,-1.324640525,0.306582682,-1.232054163,-0.452209959,-0.949249899,0.942065692,-1.487121294,-1.176294799,-0.836738511,-1.665426941,-1.663889516,-0.796346417,0.549762915,0.787526064,1.009254547,-0.0448278,-0.866933409,-0.915573747,-0.577112525,-0.376523133,-1.774490211,-1.106379041,-0.466855108,-0.642244886,-0.88631214,-0.344841893,-0.551830795,0.59944959,-1.488249764,-0.256123138,-0.695365272,0.026195794,2.18271568,-0.421874268,-0.237880151,1.224613508,0.315437914,-0.314807754,1.253061896,-0.920469372,0.96511431,-0.407579414,0.8138895,-0.702332264,1.399093773,-0.705433871,0.019142639
F8,-0.292990295,0.586476243,0.620926684,-0.939980913,-0.126454196,-1.067546795,0.773565531,0.020102324,-0.428395797,0.513798367,-0.158987939,-0.081060507,0.970430113,0.051210173,0.661610066,0.363131835,0.076301219,-1.20992479,0.627256837,0.298817861,-0.220058413,0.099448217,-0.234028231,-0.448557666,-0.135188389,-0.354386558,-0.426597597,-0.768938711,-0.950062651,1.297923219,-0.082744717,-0.812266429,0.495382982,0.555245004,0.029351895,0.908170881,0.011860614,-0.022587121,0.670417049,1.170801411,-0.038041235,0.322938608,0.29939116,0.218631908,-0.413167823,0.048846142,0.274608497,-0.000398676,-1.677419242,-0.60289841,0.048324642,0.511965631,-0.409134108,-0.604579624,0.070207123,-0.494110598,0.473704533,0.053815746,0.579637589,0.1180509
F13A1,-0.436473214,-0.808009454,-0.108005719,-0.232737767,-0.985587829,-0.321136237,-0.090182509,-0.193933168,-0.576631774,-0.701327207,-0.019206833,0.478603556,-0.108693764,-1.254501633,-1.419988301,-1.004757214,0.786820989,-0.805380045,-0.502144568,-0.88315099,-0.693418451,-0.753198578,-1.133392232,-0.980373763,-0.355592935,0.265190485,0.086199851,-0.84118207,0.535916317,-0.413356153,-0.911701743,-0.13632427,0.132910507,0.538765776,-0.55643561,-0.477910935,0.032928716,-1.062186474,-0.33900505,1.678989467,0.693715742,0.168703962,-1.202555856,0.217434529,1.007793252,0.747398952,-0.634638804,-1.511738173,0.315346893,0.306684122,-0.66936412,0.009005997,0.939120082,1.900892945,-0.900469684,-0.599843075,0.413576582,-1.566472252,-2.385360933,0.969713844
PNP,0.080384307,-0.777834266,-0.517998868,0.927692379,0.469252033,0.210776206,-0.596024261,-0.709263035,-0.00855963,0.047599739,-0.110140091,-0.195261863,0.164644173,-0.411325156,0.044901368,-0.293445624,0.267360295,-0.031217038,0.338894859,-0.43639725,-0.242072046,0.462959403,1.232042311,-0.706574835,-0.449357128,-0.456600479,0.286911496,0.300406545,0.270229392,-0.68474151,-0.246594678,-0.596447522,-0.507862043,-1.114725351,-0.90503391,-0.06049482,-0.346304142,0.494084359,-0.393029086,-0.630794761,0.081369542,-0.470044806,0.573269347,-0.36287714,-0.313029603,0.018565509,0.639825895,-0.584217313,-0.115370198,0.116295626,-0.525140577,-0.680669594,-0.354046672,-0.075331092,0.781519279,0.199002991,0.393284772,-0.617058869,-0.087484404,-0.067891566
HPRT1,0.016862139,-0.213671514,-1.685497275,0.90061409,-1.157475057,-0.028563042,-1.748437618,-0.455810516,-0.577865467,-0.387787576,3.516244117,-1.442213917,0.056760454,-1.040066402,0.033298797,-1.866052686,-0.543603612,0.304140543,0.175291095,-0.976178547,-0.970800412,-0.82981468,-1.198521175,-0.706003558,-0.863979504,-1.195740585,0.007863454,0.250620618,-0.954156456,-1.486410665,-0.471165852,-0.492841657,0.43340536,-2.027746097,-0.633925422,0.009956906,-0.558397106,-1.624529782,-0.689600069,0.375275702,-0.519435943,-0.899528515,-0.41726517,-1.843459921,-0.458919449,-0.166591799,0.216875637,-1.733023395,0.318763698,-0.841787963,-1.103260553,1.251697725,-1.681555639,0.109749496,-0.262283844,1.402503324,-1.587604192,-0.503715016,-1.292035419,0.023473639
GOT2,-0.430557391,-0.186848948,0.603397856,1.224485178,-0.486704525,-0.27447779,0.483990569,1.096995352,0.412698478,-0.389716352,0.255836457,-0.708499782,0.3813555,-0.275104564,-0.642538246,-0.227306563,-0.072477393,0.370922581,-0.926325776,-0.577051674,-0.566812772,1.337169274,1.066560355,-0.041014053,0.190345377,-0.331230677,-0.975298485,0.01371558,-0.372304081,-0.009994559,0.528613595,0.256383517,0.119585687,0.326807962,1.395002056,-0.063206432,0.414057148,2.467507689,-0.059125194,-0.464877628,-0.24777862,-0.773406331,-0.351048338,-0.960685123,-0.288883086,-0.218594393,-0.102462693,0.836905786,-0.201402346,-0.265191495,-0.282224812,-1.125192151,0.144043571,-0.853234398,-0.595053352,0.0863087,0.883362167,-0.901929308,0.054281292,-0.111747087
ABL1,-0.058051446,-0.047053433,0.645691891,-0.468847075,-0.220278236,0.115273794,0.291229435,-0.120107305,-0.169669219,0.236580613,-0.210405266,0.371737961,0.580492961,0.333210789,-0.281946114,0.003332326,0.06677048,-0.188429683,0.33991735,-0.421370963,0.466178429,-0.173222301,-0.086641352,-0.374859717,0.214457437,-0.090073688,-0.358047867,-0.27584773,-0.176092131,-0.028203268,0.554884822,-0.02962591,-0.473765444,0.151540135,-0.217908683,-0.068671863,0.245955694,0.384862187,-0.088670502,-0.211901521,-0.353824965,0.136294609,-0.003099591,0.485956853,0.085649182,0.021051514,-0.307217222,0.223713409,0.356032923,-0.136841794,0.688709184,-0.225208742,0.227076962,-0.332031438,0.317704466,0.26664286,0.121954284,0.141659302,-0.105270678,-0.014969197
